"position","name","points","dropped","clubname","countrycode","irating","avgfinish","topfive","starts","lapslead","wins","incidents","division","weekscounted","laps","poles","avgstart","custid"
"1385","Micha? Wójcik2","96","0","Central-Eastern Europe","PL","2578","17","0","2","0","0","26","3","2","85","0","9","476421"
"1386","Marcin Gadzinski","96","0","Central-Eastern Europe","PL","3760","19","0","3","22","0","47","1","2","191","1","6","186604"
"1387","James Howard","95","0","Mid-South","US","2276","7","0","1","0","0","17","3","1","42","0","17","17179"
"1388","Gavin Boyett","95","0","Texas","US","2185","7","0","1","0","0","19","4","1","42","0","17","34326"
"1389","Vlad Zayonchkovsky","95","0","Central-Eastern Europe","RU","1996","9","0","1","0","0","4","3","1","80","0","21","256690"
"1390","RichÃ¡rd SpiczmÃ¼ller","95","0","Central-Eastern Europe","HU","2734","11","0","1","0","0","3","2","1","41","0","23","284102"
"1391","Daniel Costa da Silva","95","0","Iberia","ES","2021","19","0","3","0","0","35","4","3","138","0","18","520721"
"1392","Nathan Silvia","95","0","Virginias","US","1922","23","0","2","0","0","30","5","2","116","0","12","152324"
"1393","Jacob Szala","95","0","Indiana","US","725","23","0","2","0","0","72","8","2","148","0","12","279373"
"1394","Marc Gammack","94","0","Northwest","US","2178","19","0","3","0","0","19","3","2","89","0","14","175720"
"1395","Milt Minter Jr","94","0","California Club","US","1671","22","0","2","0","0","6","3","2","111","0","28","54746"
"1396","David Le Pen","93","0","France","FR","1466","12","1","3","0","0","24","5","2","189","0","29","253181"
"1397","Álvaro Glez","93","0","Iberia","ES","1793","6","0","1","0","0","2","3","1","52","0","5","550629"
"1398","Eduardo Perales","93","0","Hispanoamérica","AR","1712","6","0","1","0","0","9","4","1","85","0","21","414281"
"1399","Javier Estalrich","93","0","Iberia","ES","1752","6","0","1","0","0","11","4","1","46","0","5","367603"
"1400","Christian Hogh","93","0","Scandinavia","DK","2778","8","0","1","0","0","5","2","1","58","0","8","136437"
"1401","Mikkel Jensen","93","0","Scandinavia","DK","5455","8","0","1","0","0","7","1","1","37","0","8","345895"
"1402","Andrew Gould2","93","0","Great Plains","US","2077","8","0","1","0","0","20","2","1","64","1","1","251474"
"1403","Rob Van Doorn","93","0","Benelux","NL","2013","8","0","1","0","0","24","7","1","37","1","1","254258"
"1404","Matthias Kraus","93","0","DE-AT-CH","DE","2652","9","0","1","0","0","2","2","1","49","0","25","360518"
"1405","Tobias Gabler","93","0","DE-AT-CH","DE","2597","9","0","1","0","0","9","3","1","49","0","25","365820"
"1406","Hugo Valentin2","93","0","France","FR","3673","9","0","1","0","0","25","2","1","106","0","15","347782"
"1407","Christiaan Tanahatoe","93","0","Benelux","NL","3799","11","0","1","0","0","21","1","1","61","0","19","78342"
"1408","Daniel Jerez Juan","93","0","Iberia","ES","3672","11","0","1","0","0","26","1","1","90","0","13","301109"
"1409","Alastair Catchpole","93","0","UK and I","GB","2415","11","0","1","0","0","31","4","1","108","0","19","442862"
"1410","Borja Garcia","93","0","Iberia","ES","2779","11","0","1","0","0","37","2","1","80","0","13","171651"
"1411","Óscar González","93","0","Central-Eastern Europe","CZ","1650","12","0","2","0","0","24","4","1","40","0","3","390003"
"1412","Nicolas PAGET2","93","0","France","FR","1405","22","0","3","0","0","47","4","3","181","0","24","350330"
"1413","Thomas Grenier2","93","0","France","FR","1875","22","0","4","0","0","83","3","4","263","0","23","222946"
"1414","Nigel Dunn","93","0","UK and I","GB","1695","23","0","2","0","0","10","7","2","102","0","30","513146"
"1415","Pulse Orourke","93","0","UK and I","GB","1107","23","0","2","0","0","34","7","2","71","0","30","514696"
"1416","Ryan Hardinge","93","0","Northwest","US","1924","23","0","2","0","0","36","5","2","89","0","30","472821"
"1417","Brandon Dean2","93","0","Texas","US","1317","27","0","2","0","0","19","4","2","93","0","31","470964"
"1418","Arti Bosschaart","92","0","Benelux","NL","1766","5","1","1","0","0","31","4","1","81","0","11","464701"
"1419","Ales Klíma","92","0","Central-Eastern Europe","CZ","689","13","1","2","0","0","13","7","1","46","0","18","393740"
"1420","Jonathan Mathieu2","92","0","Benelux","BE","2028","6","0","1","0","0","14","3","1","52","0","22","375095"
"1421","Andreas Brodie","92","0","New England","US","1773","6","0","1","0","0","18","3","1","90","0","10","422403"
"1422","Juan Ordu","92","0","Iberia","ES","1694","9","0","1","0","0","9","3","1","54","0","16","346442"
"1423","Justin Hayes2","92","0","Texas","US","3078","11","0","1","0","0","9","2","1","84","0","15","153516"
"1424","Marcel Gräbner","92","0","DE-AT-CH","DE","4648","11","0","1","0","0","19","1","1","86","0","16","326871"
"1425","Tristan Koning","92","0","DE-AT-CH","CH","2460","11","0","1","0","0","24","3","1","130","0","15","352586"
"1426","Martin Krejcirik","92","0","Central-Eastern Europe","CZ","2903","11","0","1","0","0","25","2","1","106","0","14","16272"
"1427","Sascha Landgraf","92","0","DE-AT-CH","DE","4499","11","0","1","0","0","25","1","1","84","0","16","177294"
"1428","Marcelo E Rossetto","92","0","Hispanoamérica","AR","2628","14","0","2","0","0","23","2","2","161","0","17","328803"
"1429","Marcos Ferrando","92","0","Hispanoamérica","AR","2364","14","0","2","0","0","42","3","2","127","0","17","247634"
"1430","Markus Aaltonen","92","0","Finland","FI","2414","15","0","3","0","0","22","2","2","93","0","4","276844"
"1431","Nathaniel P Mischler","92","0","Illinois","US","883","15","0","3","0","0","36","4","3","148","0","16","433471"
"1432","Dmitriy Nanba","91","0","Central-Eastern Europe","RU","2512","10","0","1","0","0","12","3","1","70","0","17","74918"
"1433","Igor Shirokov","91","0","Central-Eastern Europe","RU","3129","10","0","1","0","0","28","2","1","99","0","17","47981"
"1434","Kyle Evans2","91","0","UK and I","GB","1974","10","0","1","0","0","40","5","1","89","0","16","343813"
"1435","Alex Cue","91","0","Iberia","ES","5398","13","0","1","0","0","22","1","1","125","0","7","230285"
"1436","Cristian Correa","91","0","Iberia","ES","3360","13","0","1","0","0","27","2","1","80","0","7","236248"
"1437","Jens Kaiser","91","0","DE-AT-CH","DE","3220","15","0","3","0","0","53","2","3","127","0","9","347464"
"1438","Wayne Rayner","90","0","Australia/NZ","AU","1297","6","0","1","0","0","17","4","1","73","0","15","215643"
"1439","Jean Kessler","90","0","Brazil","BR","2488","9","0","1","0","0","7","3","1","59","0","19","385982"
"1440","Leandro Lage","90","0","Brazil","BR","2546","9","0","1","0","0","8","3","1","39","0","19","33003"
"1441","Carlos Boza Puya","90","0","Iberia","ES","4362","13","0","2","0","0","1","1","2","61","0","21","355119"
"1442","Oscar Juan Casale","90","0","Hispanoamérica","AR","2578","13","0","2","1","0","22","2","2","99","0","7","305229"
"1443","Truffault Nicolas","90","0","France","FR","1562","22","0","2","0","0","31","4","2","165","0","19","402659"
"1444","Brad Miller3","89","0","Ohio","US","2004","2","1","1","0","0","1","8","1","47","0","10","256521"
"1445","Nathan Klinedinst","89","0","Pennsylvania","US","1864","2","1","1","1","0","9","4","1","35","0","10","497407"
"1446","Niki Hultquist","89","0","Scandinavia","DK","1566","3","1","1","0","0","20","5","1","85","0","18","365524"
"1447","James Ruwoldt","89","0","Australia/NZ","AU","2731","9","0","1","0","0","3","2","1","27","0","6","143777"
"1448","Dave R Roberts","89","0","Australia/NZ","AU","3359","9","0","1","0","0","6","1","1","45","0","6","276968"
"1449","Alex Pirlea","89","0","Australia/NZ","NZ","1771","9","0","1","0","0","13","3","1","24","0","6","87103"
"1450","Alberto Gabbiani","89","0","Italy","IT","2436","9","0","1","0","0","22","2","1","72","0","14","349781"
"1451","Stefano Giovannoni","89","0","Italy","IT","3065","9","0","1","0","0","29","2","1","97","0","14","379886"
"1452","Lee R Wilkins","89","0","UK and I","GB","3221","13","0","1","0","0","15","2","1","72","0","21","393333"
"1453","Anthony Cassels","89","0","UK and I","GB","4124","13","0","1","0","0","19","1","1","72","0","16","123764"
"1454","George Streetley","89","0","UK and I","GB","3915","13","0","1","0","0","33","1","1","98","0","16","57407"
"1455","ignacio Sanchez2","89","0","Iberia","ES","1050","19","0","2","0","0","18","8","2","90","0","13","377947"
"1456","Nathanaël Renkin","89","0","Benelux","BE","1342","21","0","3","0","0","49","7","3","104","0","8","419257"
"1457","Steven Griffis","88","0","Australia/NZ","AU","1029","3","1","1","0","0","2","5","1","38","0","13","17424"
"1458","Jamie Davis7","88","0","Australia/NZ","AU","1824","3","1","1","0","0","3","5","1","66","0","13","409973"
"1459","Tony Clarke","88","0","Australia/NZ","AU","1652","3","1","1","0","0","15","4","1","78","0","13","35155"
"1460","Andrew Bruni2","88","0","West","US","1440","4","1","1","0","0","9","6","1","37","0","17","492150"
"1461","Valentin Bonny","88","0","DE-AT-CH","CH","3509","9","0","1","0","0","32","2","1","80","0","13","451833"
"1462","Franck Modolo","88","0","France","FR","1966","10","0","1","0","0","2","3","1","45","0","15","390393"
"1463","Michael DeTurck","88","0","New York","US","3580","10","0","1","0","0","3","2","1","14","0","28","500196"
"1464","Cedric Finsac","88","0","France","FR","4476","10","0","1","0","0","8","2","1","63","0","15","78873"
"1465","Thierry Petit","88","0","Benelux","BE","2936","10","0","1","0","0","9","2","1","24","0","17","198283"
"1466","Juan Hidalgo","88","0","Iberia","ES","2640","10","0","1","0","0","24","2","1","88","0","19","353417"
"1467","Miguel A. Alcalde","88","0","Iberia","ES","3017","13","0","2","0","0","18","2","2","113","0","12","334671"
"1468","Julien Arboux","88","0","France","FR","1920","17","0","2","0","0","18","3","2","118","0","18","302167"
"1469","Karl Edward","88","0","Midwest","US","1656","18","0","2","0","0","10","4","2","85","0","16","404011"
"1470","Charles H Girard","88","0","California Club","US","2257","18","0","2","0","0","20","3","2","83","0","16","510639"
"1471","Tobias Philipp","87","0","DE-AT-CH","DE","1101","4","1","1","0","0","18","5","1","93","0","19","501090"
"1472","Ronny Kappler","87","0","DE-AT-CH","DE","1617","13","1","2","0","0","45","5","2","184","0","14","521309"
"1473","David Gütl","87","0","DE-AT-CH","AT","3043","12","0","1","0","0","10","2","1","76","0","23","481917"
"1474","Adam D Banfield","87","0","UK and I","GB","2219","12","0","1","0","0","15","3","1","108","0","23","388572"
"1475","Joshua W. Ingram","87","0","UK and I","GB","1263","18","0","2","0","0","58","8","2","145","0","28","402871"
"1476","Brad Wybrow","87","0","Australia/NZ","NZ","2073","18","0","2","0","0","74","3","2","162","0","28","471123"
"1477","Adrien Raoult","86","0","France","FR","2630","2","1","1","1","0","17","4","1","92","0","2","425674"
"1478","Quentin LUBACK","86","0","France","FR","1997","2","1","1","0","0","24","6","1","110","0","2","451710"
"1479","Luke Sullivan","86","0","Australia/NZ","AU","1759","3","1","1","0","0","4","4","1","45","0","9","135014"
"1480","William Merrett","86","0","UK and I","GB","1645","3","1","1","0","0","7","4","1","53","0","9","556513"
"1481","Michael Dolling","86","0","Canada","CA","1881","5","1","1","0","0","8","3","1","79","0","6","429074"
"1482","Adam Barker4","86","0","UK and I","GB","1813","5","1","1","0","0","34","4","1","89","0","6","390651"
"1483","Jingfei Zhou","86","0","New York","US","2390","7","0","1","1","0","7","2","1","71","0","2","286542"
"1484","Xu Ye","86","0","Illinois","US","1921","7","0","1","0","0","23","3","1","36","0","2","378647"
"1485","Martial Shelby Hubert","86","0","France","FR","2087","8","0","1","0","0","18","3","1","111","0","12","572987"
"1486","Paul Lightman","86","0","Central-Eastern Europe","RU","3200","11","0","1","0","0","4","2","1","44","0","7","173105"
"1487","Vadim Chigilev","86","0","Central-Eastern Europe","RU","2390","11","0","1","0","0","11","2","1","68","0","7","356098"
"1488","Miskam Vortep","86","0","Central-Eastern Europe","RU","2772","11","0","1","0","0","17","2","1","71","0","7","397491"
"1489","Julien Soenen","86","0","Benelux","BE","6876","12","0","2","0","0","1","1","2","20","0","9","416197"
"1490","Quentiin Vialatte","86","0","France","FR","8438","12","0","2","0","0","10","1","2","76","0","9","421524"
"1491","Pierre SAUGRAIN","86","0","France","FR","2296","13","0","2","0","0","12","3","1","82","0","12","418168"
"1492","Vincent Tomasina","86","0","France","FR","2016","13","0","2","0","0","14","3","1","71","0","12","418155"
"1493","Maxime Ferreira","86","0","France","FR","3205","16","0","2","0","0","6","2","2","47","0","15","384653"
"1494","Thomas Gautier","86","0","France","FR","3505","16","0","2","0","0","14","2","2","48","0","15","425975"
"1495","Ricardo Smits","85","0","Benelux","NL","2072","1","1","1","2","1","2","3","1","57","0","18","98835"
"1496","Leendert Vrolijk","85","0","Benelux","NL","1813","1","1","1","0","1","5","6","1","41","0","18","379889"
"1497","Jason Bivins","85","0","California Club","US","1282","22","1","2","3","1","4","6","2","17","0","15","501423"
"1498","David Contreras","85","0","West","US","1936","22","1","2","57","1","46","6","2","121","0","15","402947"
"1499","Iliass Amrani","85","0","Benelux","BE","2408","3","1","1","1","0","22","2","1","60","0","11","252369"
"1500","Dimitrios Agathos","85","0","Australia/NZ","AU","1919","4","1","1","0","0","1","4","1","21","1","1","199556"
"1501","Dave Oliver","85","0","Australia/NZ","AU","2092","4","1","1","0","0","3","3","1","20","1","1","48161"
"1502","Andrew Franklin","85","0","Australia/NZ","AU","1475","4","1","1","0","0","11","6","1","20","1","1","84667"
"1503","Kevin Ovalle","85","0","Hispanoamérica","CL","4584","9","0","1","0","0","4","1","1","41","1","1","346078"
"1504","Fernando Herrera","85","0","Hispanoamérica","CO","3730","9","0","1","0","0","14","1","1","63","1","1","250771"
"1505","Victor Suarez Rivero","85","0","Iberia","ES","3307","9","0","1","0","0","21","2","1","90","1","1","260412"
"1506","David Alejandro Morales Polo","85","0","Iberia","ES","2152","11","0","1","0","0","29","2","1","93","0","17","397972"
"1507","Lasse B Sørensen","85","0","Scandinavia","DK","2422","13","0","2","6","0","29","3","1","147","0","4","322126"
"1508","Asger Hebsgaard","85","0","Scandinavia","DK","3098","13","0","2","41","0","56","2","1","234","0","4","125664"
"1509","Jay Crabill","84","0","Midwest","US","1292","8","0","1","0","0","21","6","1","71","0","29","46605"
"1510","Jesse Hiiliaho","84","0","Finland","FI","2311","9","0","1","0","0","13","5","1","112","0","39","557819"
"1511","Elias Strömer","84","0","DE-AT-CH","DE","1653","9","0","1","0","0","24","4","1","99","0","39","557822"
"1512","Dani Biegel","84","0","Benelux","NL","2376","9","0","1","0","0","28","3","1","72","0","9","331994"
"1513","Nate S Lewis","84","0","New York","US","3909","10","0","1","0","0","9","1","1","75","1","1","362042"
"1514","Erik Luke2","84","0","Florida","US","2227","10","0","1","0","0","14","2","1","67","1","1","308605"
"1515","Martino Cavani","84","0","Italy","IT","2096","10","0","1","0","0","15","3","1","71","0","20","410455"
"1516","Alexander Dejaco","84","0","DE-AT-CH","DE","4270","11","0","1","3","0","1","1","1","62","0","3","210714"
"1517","Mitch Mortenson","84","0","California Club","US","1881","11","0","1","0","0","2","3","1","44","0","4","352372"
"1518","Dirk Oksas","84","0","DE-AT-CH","DE","1889","11","0","1","0","0","3","3","1","9","0","3","320654"
"1519","Owen Lerman","84","0","California Club","US","2802","11","0","1","8","0","7","2","1","90","0","4","349660"
"1520","Michael B Myers","84","0","Indiana","US","2600","11","0","1","0","0","9","2","1","60","0","4","345801"
"1521","John Sedlak","84","0","New Jersey","US","2730","13","0","1","0","0","9","2","1","57","0","11","412321"
"1522","Rebelo Romain","84","0","France","FR","2232","16","0","2","0","0","22","3","2","88","0","24","286394"
"1523","Oliver Krupp","84","0","DE-AT-CH","DE","1633","19","0","3","0","0","27","3","3","135","0","17","342768"
"1524","Matthias Liebig","84","0","DE-AT-CH","DE","2503","19","0","3","0","0","38","2","3","174","0","17","263359"
"1525","Thom Young","84","0","UK and I","GB","1653","26","0","2","0","0","28","3","2","85","0","33","99670"
"1526","Andrey Dubinin","83","0","Central-Eastern Europe","RU","2697","4","1","1","0","0","27","2","1","111","0","4","355365"
"1527","Sergey I Raves","83","0","Central-Eastern Europe","RU","1291","4","1","1","0","0","32","5","1","89","0","4","535191"
"1528","Robin Zipfel","83","0","DE-AT-CH","DE","2410","11","0","1","0","0","3","2","1","54","0","21","391409"
